Gene,Diplotype,Phenotype_CPIC_Format,Phenotype_Simplified,Phenotype_Category,Activity_Score,EHR_Priority
CYP2D6,*29x2/*86,CYP2D6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2D6,*29x2/*87,CYP2D6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2D6,*29x2/*88,CYP2D6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2D6,*29x2/*89,CYP2D6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2D6,*29x2/*90,CYP2D6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2D6,*29x2/*91,CYP2D6 Normal Metabolizer,Normal Metabolizer,Normal,1.25,Normal/Routine/ Low Risk
CYP2D6,*29x2/*92,CYP2D6 Intermediate Metabolizer,Intermediate Metabolizer,Intermediate,1.0,Abnormal/Priority/High Risk
CYP2D6,*29x2/*93,CYP2D6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2D6,*29x2/*94,CYP2D6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2D6,*29x2/*95,CYP2D6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2D6,*29x2/*96,CYP2D6 Intermediate Metabolizer,Intermediate Metabolizer,Intermediate,1.0,Abnormal/Priority/High Risk
CYP2D6,*29x2/*97,CYP2D6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2D6,*29x2/*98,CYP2D6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2D6,*29x2/*99,CYP2D6 Intermediate Metabolizer,Intermediate Metabolizer,Intermediate,1.0,Abnormal/Priority/High Risk
CYP2D6,*2x2/*10,CYP2D6 Normal Metabolizer,Normal Metabolizer,Normal,2.25,Normal/Routine/ Low Risk
CYP2D6,*2x2/*100,CYP2D6 Normal Metabolizer,Normal Metabolizer,Normal,2.0,Normal/Routine/ Low Risk
CYP2D6,*2x2/*101,CYP2D6 Normal Metabolizer,Normal Metabolizer,Normal,2.0,Normal/Routine/ Low Risk
CYP2D6,*2x2/*102,CYP2D6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2D6,*2x2/*103,CYP2D6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2D6,*2x2/*104,CYP2D6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2D6,*2x2/*105,CYP2D6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2D6,*2x2/*106,CYP2D6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2D6,*2x2/*107,CYP2D6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2D6,*2x2/*108,CYP2D6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2D6,*2x2/*109,CYP2D6 Normal Metabolizer,Normal Metabolizer,Normal,2.25,Normal/Routine/ Low Risk
CYP2D6,*2x2/*10x2,CYP2D6 Ultrarapid Metabolizer,Ultrarapid Metabolizer,Ultrarapid,2.5,Abnormal/Priority/High Risk
CYP2D6,*2x2/*11,CYP2D6 Normal Metabolizer,Normal Metabolizer,Normal,2.0,Normal/Routine/ Low Risk
CYP2D6,*2x2/*110,CYP2D6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2D6,*2x2/*111,CYP2D6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2D6,*2x2/*112,CYP2D6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2D6,*2x2/*113,CYP2D6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2D6,*2x2/*114,CYP2D6 Normal Metabolizer,Normal Metabolizer,Normal,2.0,Normal/Routine/ Low Risk
CYP2D6,*2x2/*115,CYP2D6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2D6,*2x2/*116,CYP2D6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2D6,*2x2/*117,CYP2D6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2D6,*2x2/*118,CYP2D6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2D6,*2x2/*119,CYP2D6 Normal Metabolizer,Normal Metabolizer,Normal,2.25,Normal/Routine/ Low Risk
CYP2D6,*2x2/*12,CYP2D6 Normal Metabolizer,Normal Metabolizer,Normal,2.0,Normal/Routine/ Low Risk
CYP2D6,*2x2/*120,CYP2D6 Normal Metabolizer,Normal Metabolizer,Normal,2.0,Normal/Routine/ Low Risk
CYP2D6,*2x2/*121,CYP2D6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2D6,*2x2/*122,CYP2D6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2D6,*2x2/*123,CYP2D6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2D6,*2x2/*124,CYP2D6 Normal Metabolizer,Normal Metabolizer,Normal,2.0,Normal/Routine/ Low Risk
CYP2D6,*2x2/*125,CYP2D6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2D6,*2x2/*126,CYP2D6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2D6,*2x2/*127,CYP2D6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2D6,*2x2/*128,CYP2D6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2D6,*2x2/*129,CYP2D6 Normal Metabolizer,Normal Metabolizer,Normal,2.0,Normal/Routine/ Low Risk
CYP2D6,*2x2/*13,CYP2D6 Normal Metabolizer,Normal Metabolizer,Normal,2.0,Normal/Routine/ Low Risk
CYP2D6,*2x2/*13+*1,CYP2D6 Ultrarapid Metabolizer,Ultrarapid Metabolizer,Ultrarapid,3.0,Abnormal/Priority/High Risk
CYP2D6,*2x2/*13+*1x2,CYP2D6 Ultrarapid Metabolizer,Ultrarapid Metabolizer,Ultrarapid,4.0,Abnormal/Priority/High Risk
CYP2D6,*2x2/*13+*2,CYP2D6 Ultrarapid Metabolizer,Ultrarapid Metabolizer,Ultrarapid,3.0,Abnormal/Priority/High Risk
CYP2D6,*2x2/*13+*68x2+*4,CYP2D6 Normal Metabolizer,Normal Metabolizer,Normal,2.0,Normal/Routine/ Low Risk
CYP2D6,*2x2/*130,CYP2D6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2D6,*2x2/*131,CYP2D6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2D6,*2x2/*132,CYP2D6 Normal Metabolizer,Normal Metabolizer,Normal,2.25,Normal/Routine/ Low Risk
CYP2D6,*2x2/*133,CYP2D6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2D6,*2x2/*134,CYP2D6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2D6,*2x2/*135,CYP2D6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2D6,*2x2/*136,CYP2D6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2D6,*2x2/*137,CYP2D6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2D6,*2x2/*138,CYP2D6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2D6,*2x2/*139,CYP2D6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2D6,*2x2/*14,CYP2D6 Ultrarapid Metabolizer,Ultrarapid Metabolizer,Ultrarapid,2.5,Abnormal/Priority/High Risk
CYP2D6,*2x2/*140,CYP2D6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2D6,*2x2/*141,CYP2D6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2D6,*2x2/*142,CYP2D6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2D6,*2x2/*143,CYP2D6 Normal Metabolizer,Normal Metabolizer,Normal,2.0,Normal/Routine/ Low Risk
CYP2D6,*2x2/*144,CYP2D6 Normal Metabolizer,Normal Metabolizer,Normal,2.0,Normal/Routine/ Low Risk
CYP2D6,*2x2/*145,CYP2D6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2D6,*2x2/*146,CYP2D6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2D6,*2x2/*146x2,CYP2D6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2D6,*2x2/*147,CYP2D6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2D6,*2x2/*148,CYP2D6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2D6,*2x2/*149,CYP2D6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2D6,*2x2/*15,CYP2D6 Normal Metabolizer,Normal Metabolizer,Normal,2.0,Normal/Routine/ Low Risk
CYP2D6,*2x2/*152,CYP2D6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2D6,*2x2/*153,CYP2D6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2D6,*2x2/*154,CYP2D6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2D6,*2x2/*155,CYP2D6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2D6,*2x2/*156,CYP2D6 Normal Metabolizer,Normal Metabolizer,Normal,2.0,Normal/Routine/ Low Risk
CYP2D6,*2x2/*157,CYP2D6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2D6,*2x2/*158,CYP2D6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2D6,*2x2/*159,CYP2D6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2D6,*2x2/*160,CYP2D6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2D6,*2x2/*161,CYP2D6 Normal Metabolizer,Normal Metabolizer,Normal,2.0,Normal/Routine/ Low Risk
CYP2D6,*2x2/*162,CYP2D6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2D6,*2x2/*163,CYP2D6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2D6,*2x2/*17,CYP2D6 Ultrarapid Metabolizer,Ultrarapid Metabolizer,Ultrarapid,2.5,Abnormal/Priority/High Risk
CYP2D6,*2x2/*17x2,CYP2D6 Ultrarapid Metabolizer,Ultrarapid Metabolizer,Ultrarapid,3.0,Abnormal/Priority/High Risk
CYP2D6,*2x2/*18,CYP2D6 Normal Metabolizer,Normal Metabolizer,Normal,2.0,Normal/Routine/ Low Risk
CYP2D6,*2x2/*19,CYP2D6 Normal Metabolizer,Normal Metabolizer,Normal,2.0,Normal/Routine/ Low Risk
CYP2D6,*2x2/*20,CYP2D6 Normal Metabolizer,Normal Metabolizer,Normal,2.0,Normal/Routine/ Low Risk
CYP2D6,*2x2/*21,CYP2D6 Normal Metabolizer,Normal Metabolizer,Normal,2.0,Normal/Routine/ Low Risk
CYP2D6,*2x2/*22,CYP2D6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2D6,*2x2/*23,CYP2D6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2D6,*2x2/*24,CYP2D6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2D6,*2x2/*25,CYP2D6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2D6,*2x2/*26,CYP2D6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2D6,*2x2/*27,CYP2D6 Ultrarapid Metabolizer,Ultrarapid Metabolizer,Ultrarapid,3.0,Abnormal/Priority/High Risk
CYP2D6,*2x2/*27x2,CYP2D6 Ultrarapid Metabolizer,Ultrarapid Metabolizer,Ultrarapid,4.0,Abnormal/Priority/High Risk
CYP2D6,*2x2/*28,CYP2D6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2D6,*2x2/*28x2,CYP2D6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2D6,*2x2/*29,CYP2D6 Ultrarapid Metabolizer,Ultrarapid Metabolizer,Ultrarapid,2.5,Abnormal/Priority/High Risk
CYP2D6,*2x2/*29x2,CYP2D6 Ultrarapid Metabolizer,Ultrarapid Metabolizer,Ultrarapid,3.0,Abnormal/Priority/High Risk
CYP2D6,*2x2/*2x2,CYP2D6 Ultrarapid Metabolizer,Ultrarapid Metabolizer,Ultrarapid,4.0,Abnormal/Priority/High Risk
CYP2D6,*2x2/*2x≥3,CYP2D6 Ultrarapid Metabolizer,Ultrarapid Metabolizer,Ultrarapid,≥5.0,Abnormal/Priority/High Risk
CYP2D6,*2x2/*3,CYP2D6 Normal Metabolizer,Normal Metabolizer,Normal,2.0,Normal/Routine/ Low Risk
CYP2D6,*2x2/*30,CYP2D6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2D6,*2x2/*31,CYP2D6 Normal Metabolizer,Normal Metabolizer,Normal,2.0,Normal/Routine/ Low Risk
CYP2D6,*2x2/*32,CYP2D6 Normal Metabolizer,Normal Metabolizer,Normal,2.25,Normal/Routine/ Low Risk
CYP2D6,*2x2/*33,CYP2D6 Ultrarapid Metabolizer,Ultrarapid Metabolizer,Ultrarapid,3.0,Abnormal/Priority/High Risk
CYP2D6,*2x2/*34,CYP2D6 Ultrarapid Metabolizer,Ultrarapid Metabolizer,Ultrarapid,3.0,Abnormal/Priority/High Risk
CYP2D6,*2x2/*35,CYP2D6 Ultrarapid Metabolizer,Ultrarapid Metabolizer,Ultrarapid,3.0,Abnormal/Priority/High Risk
CYP2D6,*2x2/*35x2,CYP2D6 Ultrarapid Metabolizer,Ultrarapid Metabolizer,Ultrarapid,4.0,Abnormal/Priority/High Risk
CYP2D6,*2x2/*36,CYP2D6 Normal Metabolizer,Normal Metabolizer,Normal,2.0,Normal/Routine/ Low Risk
CYP2D6,*2x2/*36+*10,CYP2D6 Normal Metabolizer,Normal Metabolizer,Normal,2.25,Normal/Routine/ Low Risk
CYP2D6,*2x2/*36+*10x2,CYP2D6 Ultrarapid Metabolizer,Ultrarapid Metabolizer,Ultrarapid,2.5,Abnormal/Priority/High Risk
CYP2D6,*2x2/*36x2,CYP2D6 Normal Metabolizer,Normal Metabolizer,Normal,2.0,Normal/Routine/ Low Risk
CYP2D6,*2x2/*36x2+*10,CYP2D6 Normal Metabolizer,Normal Metabolizer,Normal,2.25,Normal/Routine/ Low Risk
CYP2D6,*2x2/*36x2+*10x2,CYP2D6 Ultrarapid Metabolizer,Ultrarapid Metabolizer,Ultrarapid,2.5,Abnormal/Priority/High Risk
CYP2D6,*2x2/*37,CYP2D6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2D6,*2x2/*38,CYP2D6 Normal Metabolizer,Normal Metabolizer,Normal,2.0,Normal/Routine/ Low Risk
CYP2D6,*2x2/*39,CYP2D6 Ultrarapid Metabolizer,Ultrarapid Metabolizer,Ultrarapid,3.0,Abnormal/Priority/High Risk
CYP2D6,*2x2/*3x2,CYP2D6 Normal Metabolizer,Normal Metabolizer,Normal,2.0,Normal/Routine/ Low Risk
CYP2D6,*2x2/*4,CYP2D6 Normal Metabolizer,Normal Metabolizer,Normal,2.0,Normal/Routine/ Low Risk
CYP2D6,*2x2/*40,CYP2D6 Normal Metabolizer,Normal Metabolizer,Normal,2.0,Normal/Routine/ Low Risk
CYP2D6,*2x2/*41,CYP2D6 Normal Metabolizer,Normal Metabolizer,Normal,2.25,Normal/Routine/ Low Risk
CYP2D6,*2x2/*41x2,CYP2D6 Ultrarapid Metabolizer,Ultrarapid Metabolizer,Ultrarapid,2.5,Abnormal/Priority/High Risk
CYP2D6,*2x2/*41x3,CYP2D6 Ultrarapid Metabolizer,Ultrarapid Metabolizer,Ultrarapid,2.75,Abnormal/Priority/High Risk
CYP2D6,*2x2/*42,CYP2D6 Normal Metabolizer,Normal Metabolizer,Normal,2.0,Normal/Routine/ Low Risk
CYP2D6,*2x2/*43,CYP2D6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2D6,*2x2/*43x2,CYP2D6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2D6,*2x2/*44,CYP2D6 Normal Metabolizer,Normal Metabolizer,Normal,2.0,Normal/Routine/ Low Risk
CYP2D6,*2x2/*45,CYP2D6 Ultrarapid Metabolizer,Ultrarapid Metabolizer,Ultrarapid,3.0,Abnormal/Priority/High Risk
CYP2D6,*2x2/*45x2,CYP2D6 Ultrarapid Metabolizer,Ultrarapid Metabolizer,Ultrarapid,4.0,Abnormal/Priority/High Risk
CYP2D6,*2x2/*46,CYP2D6 Ultrarapid Metabolizer,Ultrarapid Metabolizer,Ultrarapid,3.0,Abnormal/Priority/High Risk
CYP2D6,*2x2/*47,CYP2D6 Normal Metabolizer,Normal Metabolizer,Normal,2.0,Normal/Routine/ Low Risk
CYP2D6,*2x2/*48,CYP2D6 Ultrarapid Metabolizer,Ultrarapid Metabolizer,Ultrarapid,3.0,Abnormal/Priority/High Risk
CYP2D6,*2x2/*49,CYP2D6 Ultrarapid Metabolizer,Ultrarapid Metabolizer,Ultrarapid,2.5,Abnormal/Priority/High Risk
CYP2D6,*2x2/*4x2,CYP2D6 Normal Metabolizer,Normal Metabolizer,Normal,2.0,Normal/Routine/ Low Risk
CYP2D6,*2x2/*4x≥3,CYP2D6 Normal Metabolizer,Normal Metabolizer,Normal,2.0,Normal/Routine/ Low Risk
CYP2D6,*2x2/*5,CYP2D6 Normal Metabolizer,Normal Metabolizer,Normal,2.0,Normal/Routine/ Low Risk
CYP2D6,*2x2/*50,CYP2D6 Ultrarapid Metabolizer,Ultrarapid Metabolizer,Ultrarapid,2.5,Abnormal/Priority/High Risk
CYP2D6,*2x2/*51,CYP2D6 Normal Metabolizer,Normal Metabolizer,Normal,2.0,Normal/Routine/ Low Risk
CYP2D6,*2x2/*52,CYP2D6 Normal Metabolizer,Normal Metabolizer,Normal,2.25,Normal/Routine/ Low Risk
CYP2D6,*2x2/*53,CYP2D6 Ultrarapid Metabolizer,Ultrarapid Metabolizer,Ultrarapid,3.0,Abnormal/Priority/High Risk
CYP2D6,*2x2/*54,CYP2D6 Ultrarapid Metabolizer,Ultrarapid Metabolizer,Ultrarapid,2.5,Abnormal/Priority/High Risk
CYP2D6,*2x2/*55,CYP2D6 Ultrarapid Metabolizer,Ultrarapid Metabolizer,Ultrarapid,2.5,Abnormal/Priority/High Risk
CYP2D6,*2x2/*56,CYP2D6 Normal Metabolizer,Normal Metabolizer,Normal,2.0,Normal/Routine/ Low Risk
CYP2D6,*2x2/*58,CYP2D6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2D6,*2x2/*59,CYP2D6 Ultrarapid Metabolizer,Ultrarapid Metabolizer,Ultrarapid,2.5,Abnormal/Priority/High Risk
CYP2D6,*2x2/*6,CYP2D6 Normal Metabolizer,Normal Metabolizer,Normal,2.0,Normal/Routine/ Low Risk
CYP2D6,*2x2/*60,CYP2D6 Normal Metabolizer,Normal Metabolizer,Normal,2.0,Normal/Routine/ Low Risk
CYP2D6,*2x2/*61,CYP2D6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2D6,*2x2/*62,CYP2D6 Normal Metabolizer,Normal Metabolizer,Normal,2.0,Normal/Routine/ Low Risk
CYP2D6,*2x2/*63,CYP2D6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2D6,*2x2/*64,CYP2D6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2D6,*2x2/*65,CYP2D6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2D6,*2x2/*68,CYP2D6 Normal Metabolizer,Normal Metabolizer,Normal,2.0,Normal/Routine/ Low Risk
CYP2D6,*2x2/*68+*2,CYP2D6 Ultrarapid Metabolizer,Ultrarapid Metabolizer,Ultrarapid,3.0,Abnormal/Priority/High Risk
CYP2D6,*2x2/*68+*4,CYP2D6 Normal Metabolizer,Normal Metabolizer,Normal,2.0,Normal/Routine/ Low Risk
CYP2D6,*2x2/*69,CYP2D6 Normal Metabolizer,Normal Metabolizer,Normal,2.0,Normal/Routine/ Low Risk
CYP2D6,*2x2/*6x2,CYP2D6 Normal Metabolizer,Normal Metabolizer,Normal,2.0,Normal/Routine/ Low Risk
CYP2D6,*2x2/*7,CYP2D6 Normal Metabolizer,Normal Metabolizer,Normal,2.0,Normal/Routine/ Low Risk
CYP2D6,*2x2/*70,CYP2D6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2D6,*2x2/*71,CYP2D6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2D6,*2x2/*72,CYP2D6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2D6,*2x2/*73,CYP2D6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2D6,*2x2/*74,CYP2D6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2D6,*2x2/*75,CYP2D6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2D6,*2x2/*8,CYP2D6 Normal Metabolizer,Normal Metabolizer,Normal,2.0,Normal/Routine/ Low Risk
CYP2D6,*2x2/*81,CYP2D6 Normal Metabolizer,Normal Metabolizer,Normal,2.0,Normal/Routine/ Low Risk
CYP2D6,*2x2/*82,CYP2D6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2D6,*2x2/*83,CYP2D6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2D6,*2x2/*84,CYP2D6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2D6,*2x2/*85,CYP2D6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2D6,*2x2/*86,CYP2D6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2D6,*2x2/*87,CYP2D6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2D6,*2x2/*88,CYP2D6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2D6,*2x2/*89,CYP2D6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2D6,*2x2/*9,CYP2D6 Normal Metabolizer,Normal Metabolizer,Normal,2.25,Normal/Routine/ Low Risk
CYP2D6,*2x2/*90,CYP2D6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2D6,*2x2/*91,CYP2D6 Normal Metabolizer,Normal Metabolizer,Normal,2.25,Normal/Routine/ Low Risk
CYP2D6,*2x2/*92,CYP2D6 Normal Metabolizer,Normal Metabolizer,Normal,2.0,Normal/Routine/ Low Risk
CYP2D6,*2x2/*93,CYP2D6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2D6,*2x2/*94,CYP2D6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2D6,*2x2/*95,CYP2D6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2D6,*2x2/*96,CYP2D6 Normal Metabolizer,Normal Metabolizer,Normal,2.0,Normal/Routine/ Low Risk
CYP2D6,*2x2/*97,CYP2D6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2D6,*2x2/*98,CYP2D6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2D6,*2x2/*99,CYP2D6 Normal Metabolizer,Normal Metabolizer,Normal,2.0,Normal/Routine/ Low Risk
CYP2D6,*2x2/*9x2,CYP2D6 Ultrarapid Metabolizer,Ultrarapid Metabolizer,Ultrarapid,2.5,Abnormal/Priority/High Risk
CYP2D6,*2x≥3/*10,CYP2D6 Ultrarapid Metabolizer,Ultrarapid Metabolizer,Ultrarapid,≥3.25,Abnormal/Priority/High Risk
CYP2D6,*2x≥3/*100,CYP2D6 Ultrarapid Metabolizer,Ultrarapid Metabolizer,Ultrarapid,≥3.0,Abnormal/Priority/High Risk
CYP2D6,*2x≥3/*101,CYP2D6 Ultrarapid Metabolizer,Ultrarapid Metabolizer,Ultrarapid,≥3.0,Abnormal/Priority/High Risk
CYP2D6,*2x≥3/*102,CYP2D6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2D6,*2x≥3/*103,CYP2D6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2D6,*2x≥3/*104,CYP2D6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2D6,*2x≥3/*105,CYP2D6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2D6,*2x≥3/*106,CYP2D6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2D6,*2x≥3/*107,CYP2D6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2D6,*2x≥3/*108,CYP2D6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2D6,*2x≥3/*109,CYP2D6 Ultrarapid Metabolizer,Ultrarapid Metabolizer,Ultrarapid,≥3.25,Abnormal/Priority/High Risk
CYP2D6,*2x≥3/*10x2,CYP2D6 Ultrarapid Metabolizer,Ultrarapid Metabolizer,Ultrarapid,≥3.5,Abnormal/Priority/High Risk
CYP2D6,*2x≥3/*11,CYP2D6 Ultrarapid Metabolizer,Ultrarapid Metabolizer,Ultrarapid,≥3.0,Abnormal/Priority/High Risk
CYP2D6,*2x≥3/*110,CYP2D6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2D6,*2x≥3/*111,CYP2D6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2D6,*2x≥3/*112,CYP2D6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2D6,*2x≥3/*113,CYP2D6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2D6,*2x≥3/*114,CYP2D6 Ultrarapid Metabolizer,Ultrarapid Metabolizer,Ultrarapid,≥3.0,Abnormal/Priority/High Risk
CYP2D6,*2x≥3/*115,CYP2D6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2D6,*2x≥3/*116,CYP2D6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2D6,*2x≥3/*117,CYP2D6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2D6,*2x≥3/*118,CYP2D6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2D6,*2x≥3/*119,CYP2D6 Ultrarapid Metabolizer,Ultrarapid Metabolizer,Ultrarapid,≥3.25,Abnormal/Priority/High Risk
CYP2D6,*2x≥3/*12,CYP2D6 Ultrarapid Metabolizer,Ultrarapid Metabolizer,Ultrarapid,≥3.0,Abnormal/Priority/High Risk
CYP2D6,*2x≥3/*120,CYP2D6 Ultrarapid Metabolizer,Ultrarapid Metabolizer,Ultrarapid,≥3.0,Abnormal/Priority/High Risk
CYP2D6,*2x≥3/*121,CYP2D6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2D6,*2x≥3/*122,CYP2D6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2D6,*2x≥3/*123,CYP2D6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2D6,*2x≥3/*124,CYP2D6 Ultrarapid Metabolizer,Ultrarapid Metabolizer,Ultrarapid,≥3.0,Abnormal/Priority/High Risk
CYP2D6,*2x≥3/*125,CYP2D6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2D6,*2x≥3/*126,CYP2D6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2D6,*2x≥3/*127,CYP2D6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2D6,*2x≥3/*128,CYP2D6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2D6,*2x≥3/*129,CYP2D6 Ultrarapid Metabolizer,Ultrarapid Metabolizer,Ultrarapid,≥3.0,Abnormal/Priority/High Risk
CYP2D6,*2x≥3/*13,CYP2D6 Ultrarapid Metabolizer,Ultrarapid Metabolizer,Ultrarapid,≥3.0,Abnormal/Priority/High Risk
CYP2D6,*2x≥3/*13+*1,CYP2D6 Ultrarapid Metabolizer,Ultrarapid Metabolizer,Ultrarapid,≥4.0,Abnormal/Priority/High Risk
CYP2D6,*2x≥3/*13+*1x2,CYP2D6 Ultrarapid Metabolizer,Ultrarapid Metabolizer,Ultrarapid,≥5.0,Abnormal/Priority/High Risk
CYP2D6,*2x≥3/*13+*2,CYP2D6 Ultrarapid Metabolizer,Ultrarapid Metabolizer,Ultrarapid,≥4.0,Abnormal/Priority/High Risk
CYP2D6,*2x≥3/*13+*68x2+*4,CYP2D6 Ultrarapid Metabolizer,Ultrarapid Metabolizer,Ultrarapid,≥3.0,Abnormal/Priority/High Risk
CYP2D6,*2x≥3/*130,CYP2D6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2D6,*2x≥3/*131,CYP2D6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2D6,*2x≥3/*132,CYP2D6 Ultrarapid Metabolizer,Ultrarapid Metabolizer,Ultrarapid,≥3.25,Abnormal/Priority/High Risk
CYP2D6,*2x≥3/*133,CYP2D6 Indeterminate,Indeterminate,Indeterminate,,none
